文件名,歌名,语种,总歌手,歌手1,歌手2,歌手3,歌手4,性别1,性别2,性别3,性别4,原唱,伴奏,版本
MA843763,明知做戏,粤语,吴雨霏,吴雨霏,,,,女,,,,1,2,3
MA844418,挡不住的风情,粤语,叶玉卿,叶玉卿,,,,女,,,,1,2,3
MA844455,迟来的春天,粤语,谭咏麟,谭咏麟,,,,男,,,,1,2,3
MA844543,封锁我一生,粤语,王杰,王杰,,,,男,,,,1,2,3
MA844576,当我遇上你,粤语,刘德华,刘德华,,,,男,,,,1,2,3
MA845303,原来只要共你活一天,粤语,张学友,张学友,,,,男,,,,1,2,3
MA845380,望月,粤语,张学友,张学友,,,,男,,,,1,2,3
MA845812,LINDA,粤语,张学友,张学友,,,,男,,,,1,2,3
MA845928,烂泥,粤语,许志安^何韵诗,许志安,何韵诗,,,男,女,,,1,2,3
MA846167,感情线上,粤语,郑秀文,郑秀文,,,,女,,,,1,2,3
MA846514,演唱会,粤语,陈奕迅,陈奕迅,,,,男,,,,1,2,3
MA846540,夏日FIESTA,粤语,刘德华,刘德华,,,,男,,,,1,2,3
MA846694,低等动物,粤语,陈奕迅,陈奕迅,,,,男,,,,1,2,3
MA849895,取消资格,粤语,陈小春,陈小春,,,,男,,,,1,2,3
MA849918,有心人,粤语,张国荣,张国荣,,,,男,,,,1,2,3
MA849922,那有一天不想你,粤语,黎明,黎明,,,,男,,,,1,2,3
MA849953,当爱变成习惯,粤语,张学友,张学友,,,,男,,,,1,2,3
MA850119,左右手,粤语,张国荣,张国荣,,,,男,,,,1,2,3
MA850262,暧昧,粤语,王菲,王菲,,,,女,,,,1,2,3
MA850290,今生今世,粤语,张国荣,张国荣,,,,男,,,,1,2,3
MA850295,长城,粤语,BEYOND,BEYOND,,,,合,,,,1,2,3
MA850344,飞花,粤语,李克勤,李克勤,,,,男,,,,1,2,3
MA850585,几分伤心几分痴,粤语,王杰,王杰,,,,男,,,,1,2,3
MA850605,今夜你会不会来,粤语,黎明,黎明,,,,男,,,,1,2,3
MA850635,分手总要在雨天,粤语,张学友,张学友,,,,男,,,,1,2,3
MA850867,这个冬天不太冷,粤语,张学友,张学友,,,,男,,,,1,2,3
MA850961,你是我今生唯一传奇,粤语,张学友,张学友,,,,男,,,,1,2,3
MA851363,晚秋,粤语,黄凯芹,黄凯芹,,,,男,,,,1,2,3
MA851627,好心分手,粤语,卢巧音,卢巧音,,,,女,,,,1,2,3
MA851691,爱得比你深,粤语,张学友,张学友,,,,男,,,,1,2,3
MA851723,你是我的女人,粤语,刘德华,刘德华,,,,男,,,,1,2,3
MA851829,路过蜻蜓,粤语,张国荣,张国荣,,,,男,,,,1,2,3
MA851847,怪你过份美丽,粤语,张国荣,张国荣,,,,男,,,,1,2,3
MA851887,滚,粤语,梁汉文^杨千嬅,梁汉文,杨千嬅,,,男,女,,,1,2,3
MA851938,爱的挽歌,粤语,郑秀文,郑秀文,,,,女,,,,1,2,3
MA852114,侬本多情,粤语,张国荣,张国荣,,,,男,,,,1,2,3
MA852505,飘雪,国语,韩雪,韩雪,,,,女,,,,1,2,3
MA853498,AMEN,国语,戴佩妮,戴佩妮,,,,女,,,,1,2,3
MA848358,真我的风采,粤语,刘德华,刘德华,,,,男,,,,1,2,2
MA847117,唱这歌,粤语,郭富城,郭富城,,,,男,,,,1,2,3
MA847214,女人心,粤语,梅艳芳,梅艳芳,,,,女,,,,1,2,3
MA847306,十七岁,粤语,刘德华,刘德华,,,,男,,,,1,2,3
MA847468,一直挂念,粤语,张柏芝,张柏芝,,,,女,,,,1,2,3
MA847655,人生何处不相逢,粤语,陈慧娴,陈慧娴,,,,女,,,,2,1,3
MA847709,离开以后,粤语,张学友,张学友,,,,男,,,,1,2,3
MA847750,暗涌,粤语,王菲,王菲,,,,女,,,,1,2,3
MA847973,最佳损友,粤语,张学友^陈奕迅,张学友,陈奕迅,,,男,男,,,1,2,3
MA848248,发现,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
MA848523,抱紧眼前人,粤语,梅艳芳,梅艳芳,,,,女,,,,1,2,3
MA849571,越夜越有机,粤语,黎明,黎明,,,,男,,,,1,2,3
MA201105801,电话情思,国语,朱茵,朱茵,,,,女,,,,1,2,4
MA201105687,是我在做多情种,国语,胡杨林,胡杨林,,,,女,,,,L,R,1
MA201105585,北京北京,国语,汪峰,汪峰,,,,男,,,,1,2,1
MA201105803,老男孩,粤语,筷子兄弟,筷子兄弟,,,,合,,,,1,2,4
FANG201107311,下一页的我,国语,王心凌,王心凌,,,,女,,,,1,2,3
MA201105596,春晓,国语,佚名,佚名,,,,合,,,,1,2,9
FANG201108395,没有你怎么办,国语,严爵,严爵,,,,男,,,,1,2,1
MA201105576,马兰花,国语,佚名,佚名,,,,合,,,,1,2,9
MA201105565,数鸭子,国语,佚名,佚名,,,,合,,,,L,R,1
MA201105552,有你在身边,国语,刘惜君,刘惜君,,,,女,,,,1,2,2
MA201105825,今天你要嫁给我+星晴+说爱你,国语,周杰伦^蔡依林,周杰伦,蔡依林,,,男,女,,,1,2,3
MA201105670,出走太平洋,国语,何韵诗,何韵诗,,,,女,,,,1,2,3
MA201105655,钢铁是怎样炼成的,粤语,何韵诗,何韵诗,,,,女,,,,1,2,3
MA201105642,红豆,国语,何韵诗,何韵诗,,,,女,,,,1,2,3
MA201105618,劳斯莱斯,粤语,何韵诗,何韵诗,,,,女,,,,1,2,2
MA201105756,木纹,粤语,何韵诗,何韵诗,,,,女,,,,1,2,3
MA201105743,太过爱你,国语,戚薇,戚薇,,,,女,,,,1,2,4
MA201105766,巴赫旧约,国语,汪苏泷,汪苏泷,,,,男,,,,1,2,1
MA201105757,微博控,国语,许嵩,许嵩,,,,男,,,,1,2,1
MA201105729,想象之中,国语,许嵩,许嵩,,,,男,,,,1,2,1
MA201105620,今生缘,国语,川子^旭日阳刚,川子,旭日阳刚,,,男,合,,,1,2,1
MA201108555,曾经爱你永远爱你,国语,伍思凯,伍思凯,,,,男,,,,1,2,1
MA201105702,听你说,国语,郁可唯^林凡,郁可唯,林凡,,,女,女,,,1,2,1
MA201105831,独自去偷欢+不需要爱情+钻石眼泪+末世天使,粤语,刘德华,刘德华,,,,男,,,,1,2,3
GUO7105276,我落泪情绪零碎,国语,周杰伦,周杰伦,,,,男,,,,1,2,4
GUO201106012,小三,国语,郭玲,郭玲,,,,女,,,,1,2,1
GUO7105140,甩葱歌,国语,初音未来,初音未来,,,,女,,,,R,L,9
CHI50585,蓝莲花,国语,许巍,许巍,,,,男,,,,L,R,1
CHI103069,怕安静,国语,罗志祥,罗志祥,,,,男,,,,1,2,1
CHI105677,I'M INTO YOU,英语,JENNIFER LOPEZ,JENNIFER LOPEZ,,,,女,,,,1,2,1
CHI610132,盛夏光年,国语,五月天,五月天,,,,合,,,,1,2,1
CHI801133,LOVE SONG,国语,方大同,方大同,,,,男,,,,2,1,1
CHI903019,距离,国语,陈绮贞,陈绮贞,,,,女,,,,1,2,1
CHI905001,毒,国语,MC HOTDOG,MC HOTDOG,,,,男,,,,1,2,1
CHI908756,我真的受伤了,国语,林峰,林峰,,,,男,,,,1,2,2
CHI909062,公路,国语,纵贯线,纵贯线,,,,合,,,,1,2,1
CHI909702,HOTEL ROOM SERVICE,英语,PITBULL,PITBULL,,,,男,,,,1,2,1
CHI910617,PARTY IN THE USA,英语,MILEY CYRUS,MILEY CYRUS,,,,,,,,1,2,1
CHI911018,画沙,国语,袁咏琳^周杰伦,袁咏琳,周杰伦,,,女,男,,,1,2,1
CHI912706,EMPIRE STATE OF MIND,英语,JAY-Z^ALICIA KEYS,JAY-Z,ALICIA KEYS,,,男,男,,,1,2,1
FANG201106254,好人,粤语,侧田,侧田,,,,男,,,,1,2,3
FANG201106285,着魔,国语,张杰,张杰,,,,男,,,,1,2,9
FANG201106265,电灯胆,粤语,邓丽欣,邓丽欣,,,,女,,,,1,2,1
FANG201106283,蓝莲花,国语,许巍,许巍,,,,男,,,,1,2,3
FANG201106005,THE LAZY SONG,英语,BRUNO MARS,BRUNO MARS,,,,男,,,,1,2,1
FANG201106017,SEXY CHICK,英语,DAVID GUETTA^AKON,DAVID GUETTA,AKON,,,男,男,,,1,2,1
FANG201106025,IF I WAS YOU,英语,FAR EAST MOVEMENT^SNOOP DOGG,FAR EAST MOVEMENT,SNOOP DOGG,,,合,,,,1,2,1
FANG201106033,UR SO GAY,英语,KATY PERRY,KATY PERRY,,,,女,,,,1,2,1
FANG201106036,BEAUTIFUL DIRTY RICH,英语,LADY GAGA,LADY GAGA,,,,女,,,,1,2,1
FANG201106051,SUPER BASS,英语,NICKI MINAJ,NICKI MINAJ,,,,女,,,,1,2,1
FANG201106058,HOTEL ROOM SERVICE,英语,PITBULL,PITBULL,,,,男,,,,1,2,1
FANG201106059,HUSH HUSH,英语,THE PUSSYCAT DOLLS,THE PUSSYCAT DOLLS,,,,合,,,,1,2,1
FANG201106071,最近还好吗,国语,SHE,SHE,,,,合,,,,1,2,1
FANG201106078,ICE ICE BABY,英语,VANILLA ICE,VANILLA ICE,,,,男,,,,1,2,1
FANG201106121,写一首歌,国语,林志炫,林志炫,,,,男,,,,1,2,3
MA201108564,爱与愁,国语,伍思凯,伍思凯,,,,男,,,,1,2,1
FANG201106232,没那么简单,国语,钟镇涛,钟镇涛,,,,男,,,,1,2,3
FANG201106253,海阔天空,粤语,侧田,侧田,,,,男,,,,1,2,3
FANG201106273,冰雨,国语,刘德华,刘德华,,,,男,,,,1,2,3
FANG201106276,追寻,国语,孙楠,孙楠,,,,男,,,,1,2,4
FANG201106286,直觉,国语,张信哲,张信哲,,,,男,,,,1,2,1
FANG201106233,让一切随风,粤语,钟镇涛,钟镇涛,,,,男,,,,1,2,3
FANG201106258,情歌,粤语,侧田,侧田,,,,男,,,,1,2,3
FANG201106304,ALWAYS ONLINE,国语,林俊杰,林俊杰,,,,男,,,,1,2,
FANG201106314,那谁,粤语,苏永康,苏永康,,,,男,,,,1,2,
MA201108563,分享,国语,伍思凯,伍思凯,,,,男,,,,1,2,1
FANG201106320,柳树下,国语,谢和弦^徐佳莹,谢和弦,徐佳莹,,,女,女,,,1,2,
FANG201106328,花儿,国语,周华健,周华健,,,,男,,,,1,2,
FANG201106333,DOESN'T MEAN ANYTHING,英语,ALICIA KEYS,ALICIA KEYS,,,,女,,,,1,2,
MA201108562,你爱谁,国语,伍思凯,伍思凯,,,,男,,,,1,2,1
FANG201106336,DIVA,英语,BEYONCE,BEYONCE,,,,女,,,,1,2,
FANG201106344,LUCKY,英语,JASON MRAZ,JASON MRAZ,,,,男,,,,1,2,1
FANG201106346,THINKING OF YOU,英语,KATY PERRY,KATY PERRY,,,,女,,,,1,2,
FANG201106347,TIK TOK,英语,KE$HA,KE$HA,,,,女,,,,1,2,
FANG201106348,HAPPY,英语,LEONA LEWIS,LEONA LEWIS,,,,女,,,,1,2,
FANG201106349,FIREFLIES,英语,OWL CITY,OWL CITY,,,,合,,,,1,2,
FANG201106352,RUSSIAN ROULETTE,英语,RIHANNA,RIHANNA,,,,女,,,,1,2,
FANG201106355,BREAK YOUR HEART,英语,TAIO CRUZ,TAIO CRUZ,,,,男,,,,1,2,
FANG201106368,不了情,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106371,读你,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106373,何日君再来,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106378,南屏晚钟,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106379,你的眼神,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106382,恰似你的温柔,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106383,情人的眼泪,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106387,苏州河边,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106390,我有一段情,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106391,相思河畔,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106392,新不了情,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106394,最后一夜,国语,蔡琴,蔡琴,,,,女,,,,1,2,
FANG201106436,矜持,国语,李健,李健,,,,男,,,,1,2,
FANG201106438,梦一场,国语,李健,李健,,,,男,,,,1,2,
FANG201106446,向往,国语,李健,李健,,,,男,,,,1,2,
HAN201106089,万一奥特曼打不赢小怪兽,国语,小贱,小贱,,,,男,,,,1,2,
HAN201106003,GIVE ME EVERYTHING,英语,AFROJACK,PITBULL,NE-YO,AFROJACK,,男,,,,1,2,1
HAN201106001,CALIFORNIA KING BED,英语,RIHANNA,RIHANNA,,,,女,,,,1,2,1
HAN201106148,SMILE,英语,AVRIL LAVIGNE,AVRIL LAVIGNE,,,,女,,,,1,2,1
HAN201106138,BUTTERFLY FLY AWAY,英语,MILEY CYRUS,MILEY CYRUS,,,,女,,,,1,2,1
MA201108561,秋天别来,国语,伍思凯,伍思凯,,,,男,,,,1,2,1
HAN201106307,背叛,国语,萧敬腾,萧敬腾,,,,男,,,,1,2,3
HAN201106270,天亮了,国语,SHE,SHE,,,,合,,,,1,2,1
HAN201106272,如果有如果,国语,邓福如,邓福如,,,,女,,,,1,2,1
HAN201106359,于是长大了以后,国语,谢和弦,谢和弦,,,,男,,,,1,2,
HAN201106355,WONDERLAND,粤语,卫兰^24HERBS,卫兰,24HERBS,,,女,合,,,1,2,1
HAN201106315,生命要继续,国语,黄崇旭^AGOTA,黄崇旭,AGOTA,,,男,,,,1,2,1
HAN201106327,听说爱情回来过,国语,杨宗纬,杨宗纬,,,,男,,,,1,2,3
HAN201106317,CRAZY,英语,BRITNEY SPEARS,BRITNEY SPEARS,,,,女,,,,L,R,1
GUO20110612005,漂亮的姑娘就要嫁人啦,国语,龙梅子^老猫,龙梅子,老猫,,,女,,,,1,2,1
HAN201106154,TROUBLE IS A FRIEND,英语,LENKA,LENKA,,,,女,,,,1,2,1
HAN201106147,S&M,英语,RIHANNA,RIHANNA,,,,女,,,,1,2,1
HAN201106192,LIGHTS,英语,ELLIE GOULDING,ELLIE GOULDING,,,,女,,,,1,2,1
G201303133,BEAUTIFUL,英语,CHRISTINA AGUILERA,CHRISTINA AGUILERA,,,,女,,,,1,2,1
HAN201106189,THE VOICE WITHIN,英语,CHRISTINA AGUILERA,CHRISTINA AGUILERA,,,,女,,,,1,2,1
HAN201106186,LADY MARMALADE,英语,CHRISTINA AGUILERA^PINK^MYA^LIL' KIM,CHRISTINA AGUILERA,PINK,MYA,,女,,,,1,2,1
CHI106477,KONG,粤语,侧田,侧田,,,,男,,,,2,1,3
CHI106480,VOLAR,粤语,侧田,侧田,,,,男,,,,2,1,3
CHI106486,命硬,粤语,侧田,侧田,,,,男,,,,2,1,3
CHI106487,男人KTV,粤语,侧田,侧田,,,,男,,,,2,1,3
CHI106490,三十日,粤语,侧田,侧田,,,,男,,,,2,1,3
MA201106115,出境入境,国语,张靓颖,张靓颖,,,,女,,,,1,2,1
HAN201103487,这么近那么远,国语,张靓颖,张靓颖,,,,女,,,,1,2,2
MA201106302,六月飞霜,粤语,陈奕迅,陈奕迅,,,,男,,,,1,2,1
MA201106292,讲不出再见,粤语,谭晶,谭晶,,,,女,,,,1,2,2
HAN119628,草原上升起不落的太阳,国语,刀郎,刀郎,,,,男,,,,1,2,1
HAN104080,"想你,醒在0:03",国语,庾澄庆,庾澄庆,,,,男,,,,1,2,1
HAN201106487,梦中的额吉,国语,乌达木,乌达木,,,,男,,,,1,2,2
HAN201106453,忽然之间,国语,炎亚纶,炎亚纶,,,,男,,,,1,2,4
HAN201106411,他们,国语,张惠妹,张惠妹,,,,女,,,,1,2,1
SH20110617009,记得我吗,国语,陈冠希,陈冠希,,,,男,,,,2,1,1
SH20110617010,一念之间,国语,戴佩妮,戴佩妮,,,,女,,,,2,1,1
SH20110617011,很爱过,国语,丁当,丁当,,,,女,,,,2,1,1
SH20110617013,玩乐,国语,方大同,方大同,,,,男,,,,2,1,1
SH20110617014,有人陪,国语,黄小琥,黄小琥,,,,女,,,,2,1,1
SH20110617015,最爱的人,国语,黄小琥,黄小琥,,,,女,,,,2,1,1
SH20110617019,我就知道那是爱,国语,梁静茹,梁静茹,,,,女,,,,2,1,3
SH20110617023,心有林夕,国语,林宥嘉,林宥嘉,,,,男,,,,2,1,1
SH20110617025,雨过之后,国语,刘心,刘心,,,,男,,,,2,1,1
SH20110617031,梦一场,国语,萧敬腾,萧敬腾,,,,男,,,,2,1,3
SH20110617032,如果没有你,国语,萧敬腾,萧敬腾,,,,男,,,,2,1,1
SH20110617033,写一首歌,国语,萧敬腾,萧敬腾,,,,男,,,,2,1,1
SH20110617036,LOVE,国语,徐佳莹,徐佳莹,,,,女,,,,2,1,1
SH20110617038,过不去,国语,张惠妹,张惠妹,,,,女,,,,2,1,3
CHI106855,新不了情,国语,蔡琴,蔡琴,,,,女,,,,2,1,3
CHI106889,别说我的眼泪你无所谓,国语,张振宇,张振宇,,,,男,,,,2,1,1
CHI106829,被遗忘的时光,国语,蔡琴,蔡琴,,,,女,,,,2,1,3
FANG201106522,幽默感,国语,范晓萱^100%乐团,范晓萱,100%乐团,,,女,合,,,1,2,1
FANG201106553,锦衣卫,国语,萨顶顶,萨顶顶,,,,女,,,,1,2,4
FANG201106607,爱就爱,国语,张靓颖,张靓颖,,,,女,,,,1,2,1
FANG201106644,天池,国语,李玉刚,李玉刚,,,,男,,,,1,2,2
FANG201106562,酒红色的心,粤语,谭咏麟,谭咏麟,,,,男,,,,1,2,3
FANG201106558,爱在深秋,粤语,谭咏麟,谭咏麟,,,,男,,,,1,2,3
FANG201106557,爱的根源,粤语,谭咏麟,谭咏麟,,,,男,,,,1,2,3
FANG201106604,MY WAY,国语,张敬轩,张敬轩,,,,男,,,,1,2,3
GUO809528,黑白,国语,方大同,方大同,,,,男,,,,1,2,1
GUO809222,如烟,国语,五月天,五月天,,,,合,,,,1,2,1
HAN201106542,PUMPED UP KICKS,英语,FOSTER THE PEOPLE,FOSTER THE PEOPLE,,,,合,,,,1,2,1
HAN201106538,MAN DOWN,英语,RIHANNA,RIHANNA,,,,女,,,,1,2,1
HAN201106596,爱太空,国语,王心凌,王心凌,,,,女,,,,1,2,1
HAN201106620,传奇,国语,周华健,周华健,,,,男,,,,1,2,9
HAN201106622,飞机场,国语,徐良^小凌,徐良,小凌,,,男,女,,,1,2,4
HAN201106653,爱情掉在哪里,国语,井柏然,井柏然,,,,男,,,,1,2,1
GUO201106028,我爱你中国,国语,叶英,叶英,,,,女,,,,1,2,1
HAN201106599,爱如空气,国语,孙俪,孙俪,,,,女,,,,1,2,2
MA201108661,我们的歌谣,国语,凤凰传奇,凤凰传奇,,,,合,,,,1,2,1
FANG201106826,包容,国语,郑源,郑源,,,,男,,,,1,2,1
CHI103893,时光小偷,国语,孙燕姿,孙燕姿,,,,女,,,,2,1,1
MA201104513,愚人的国度,国语,孙燕姿,孙燕姿,,,,女,,,,1,2,1
MA201106446,GIVEN UP,英语,LINKIN PARK,LINKIN PARK,,,,合,,,,2,1,1
MA201106447,LEAVE OUT ALL THE REST,英语,LINKIN PARK,LINKIN PARK,,,,合,,,,1,2,1
MA201106407,BREAKAWAY,英语,KELLY CARKSON,KELLY CLARKSON,,,,女,,,,1,2,1
MA201106499,配角,国语,SARA,SARA,,,,女,,,,1,2,1
GUO201106034,春雨里洗过的太阳,国语,王力宏,王力宏,,,,男,,,,1,2,1
GUO201106035,记得,国语,萧敬腾,萧敬腾,,,,男,,,,1,2,1
GUO201106043,答应不爱你,国语,郑中基,郑中基,,,,男,,,,L,R,3
GUO20110627155,女儿情,国语,李玉刚,李玉刚,,,,男,,,,L,R,2
CHI106634,LOVESTONED,英语,JUSTIN TIMBERLAKE,JUSTIN TIMBERLAKE,,,,男,,,,2,1,1
CHI106624,HIGHER,英语,CREED,CREED,,,,男,,,,2,1,1
GUO201106047,放肆,国语,五月天,五月天,,,,合,,,,1,2,1
GUO201107016,一个人对话,国语,张惠妹,张惠妹,,,,女,,,,2,1,2
GUO201107024,天灯,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
GUO201107025,如果你是我的传说,国语,刘德华,刘德华,,,,男,,,,1,2,2
GUO201107031,风声,国语,黄晓明,黄晓明,,,,男,,,,1,2,1
GUO201107032,情歌两三首,国语,郭顶,郭顶,,,,男,,,,R,L,3
GUO20110704002,BRING ME TO LIFE,英语,EVANESCENCE,EVANESCENCE,,,,女,,,,1,2,1
GUO20110704006,IRIDESCENT,英语,LINKIN PARK,LINKIN PARK,,,,合,,,,1,2,1
HAN201107090,爱有路可退,国语,F.I.R,F.I.R,,,,合,,,,1,2,
HAN201107112,潜规则,国语,张惠妹,张惠妹,,,,女,,,,1,2,
GUO201107002,MAKE ME WANNA DIE,英语,THE PRETTY RECKLESS,THE PRETTY RECKLESS,,,,合,,,,2,1,1
GUO201107003,NOTHING LEFT TO LOSE,英语,THE PRETTY RECKLESS,THE PRETTY RECKLESS,,,,合,,,,2,1,1
GUO201107005,我恨我爱你,国语,蔡依林,蔡依林,,,,女,,,,2,1,2
GUO201107036,手心里的温柔,国语,刀郎,刀郎,,,,男,,,,R,L,1
HAN201107363,下一页的我,国语,王心凌,王心凌,,,,女,,,,1,2,1
HAN201107278,直至消失天与地,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107276,友情岁月,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107268,天煞孤星,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107182,儿行千里,国语,刘和刚,刘和刚,,,,男,,,,1,2,2
HAN201107262,极速,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107211,动地惊天爱恋过,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107208,TOGETHER,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107197,浪子心声,粤语,许冠杰,许冠杰,,,,男,,,,1,2,3
HAN201107196,沉默是金,粤语,许冠杰,许冠杰,,,,男,,,,1,2,3
HAN201107207,BEAUTIFUL DAY,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
HAN201107138,HOMETOWN GLORY,英语,ADELE,ADELE,,,,女,,,,1,2,1
HAN201107145,I WANNA GO,英语,BRITNEY SPEARS,BRITNEY SPEARS,,,,女,,,,1,2,1
HAN201107150,DIRTY DANCER,英语,ENRIQUE IGLESIAS,ENRIQUE IGLESIAS,,,,男,,,,1,2,1
HAN201107223,BLANCO,英语,PITBULL,PITBULL,,,,男,,,,1,2,1
HAN201107226,THE STORY OF US,英语,TAYLOR SWIFT,TAYLOR SWIFT,,,,女,,,,1,2,1
HAN201107364,IS THIS ALL,国语,吴建豪,吴建豪,,,,男,,,,1,2,1
FANG201107128,多情的人总被无情的伤,国语,六哲,六哲,,,,男,,,,1,2,1
MA201107028,你和我的时光,国语,张惠妹,张惠妹,,,,女,,,,1,2,1
FANG201107161,爱的供养,国语,杨幂,杨幂,,,,女,,,,1,2,4
FANG201107413,孩子,国语,梁文音,梁文音,,,,女,,,,1,2,1
FANG201107049,REHAB,英语,RIHANNA^JUSTIN TIMBERLAKE,RIHANNA,JUSTIN TIMBERLAKE,,,女,,,,1,2,1
FANG201106667,还有眼泪就好,国语,张惠妹,张惠妹,,,,女,,,,1,2,1
FANG201107006,BROKEN HEARTED GIRL,英语,BEYONCE,BEYONCE,,,,女,,,,1,2,1
FANG201107007,SWEET DREAMS,英语,BEYONCE,BEYONCE,,,,女,,,,1,2,1
FANG201107018,SUGAR,英语,FLO RIDA^WYNTER GORDON,FLO RIDA,WYNTER GORDON,,,男,女,,,1,2,1
FANG201107019,RIGHT ROUND,英语,FLO RIDA,FLO RIDA,,,,男,,,,1,2,1
FANG201107020,HIGH,英语,JAMES BLUNT,JAMES BLUNT,,,,男,,,,1,2,1
FANG201107022,DOWN,英语,JAY SEAN^LIL WAYNE,JAY SEAN,LIL WAYNE,,,男,男,,,1,2,1
FANG201107027,MY LIFE WOULD SUCK WITHOUT YOU,英语,KELLY CLARKSON,KELLY CLARKSON,,,,女,,,,1,2,1
FANG201107042,MAD,英语,NE YO,NE YO,,,,男,,,,1,2,1
FANG201107045,CRY ME OUT,英语,PIXIE LOTT,PIXIE LOTT,,,,女,,,,1,2,1
FANG201107046,MAMA DO,英语,PIXIE LOTT,PIXIE LOTT,,,,女,,,,1,2,1
FANG201107050,RUN THIS TOWN,英语,RIHANNA^KANYE WEST,RIHANNA,KANYE WEST,,,女,男,,,1,2,1
FANG201107058,YOU BELONG WITH ME,英语,TAYLOR SWIFT,TAYLOR SWIFT,,,,女,,,,1,2,1
MA201107042,相见恨晚,国语,赵咏华,赵咏华,,,,女,,,,1,2,1
FANG201107343,追,国语,孙燕姿,孙燕姿,,,,女,,,,1,2,1
FANG201107247,绿旋风,国语,凤凰传奇,凤凰传奇,,,,合,,,,1,2,2
FANG201107266,习惯,国语,李慧珍,李慧珍,,,,女,,,,1,2,1
GUO201107044,COLD SHOULDER,英语,ADELE,ADELE,,,,女,,,,2,1,1
GUO201107045,GHETTO,英语,AKON,AKON,,,,男,,,,2,1,1
GUO201107048,MEAN,英语,TAYLOR SWIFT,TAYLOR SWIFT,,,,女,,,,1,2,1
GUO201107074,只是太爱你,国语,张敬轩,张敬轩,,,,男,,,,2,1,3
MA201107293,有钱就爱你,国语,DJ,DJ,,,,,,,,R,L,1
MA201107294,缘分惹的祸,国语,安东阳,安东阳,,,,,,,,2,1,1
MA201107320,念你,国语,刘子千,刘子千,,,,男,,,,1,2,1
HAN201111618,曾经,国语,张柏芝,张柏芝,,,,女,,,,1,2,9
MA201110756,依然爱你,国语,王力宏,王力宏,,,,男,,,,1,2,1
GUO201107081,红蜻蜓,国语,BY2,BY2,,,,合,,,,1,2,1
GUO201107088,幸运草,国语,丁当,丁当,,,,女,,,,1,2,1
GUO201107091,雪,国语,杜雯媞^王艺翔,杜雯媞,王艺翔,,,,,,,1,2,4
GUO201107116,执子之手,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
FANG201107384,青葱,国语,何韵诗,何韵诗,,,,女,,,,1,2,1
FANG201107440,蚂蚁,粤语,许廷铿,许廷铿,,,,男,,,,1,2,1
FANG201107470,甘心替代你,粤语,郑伊健,郑伊健,,,,男,,,,1,2,3
GUO201107160,为难,国语,张靓颖,张靓颖,,,,女,,,,2,1,3
FANG201107372,我是否也在你心中,国语,高安,高安,,,,男,,,,1,2,1
MA201107395,天使的翅膀,国语,安琥,安琥,,,,男,,,,1,2,2
MA201107424,打起手鼓唱起歌,国语,莫文蔚,莫文蔚,,,,女,,,,1,2,1
GUO201107177,我的好兄弟,国语,小沈阳^高进,小沈阳,高进,,,男,男,,,1,2,9
GUO201107190,牡丹亭外,国语,陈升^刘萍儿,陈升,刘萍儿,,,男,女,,,1,2,1
GUO201107202,我们俩,国语,郭顶,郭顶,,,,男,,,,1,2,1
GUO201107203,唯一色彩,国语,郭富城,郭富城,,,,男,,,,1,2,3
GUO201107244,其实我也不知道,国语,萧煌奇,萧煌奇,,,,男,,,,1,2,1
GUO201107250,那又如何,国语,应嘉俐,应嘉俐,,,,女,,,,R,L,1
GUO201107258,魔术先生,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
GUO201107260,屋顶,国语,周杰伦^温岚,周杰伦,温岚,,,男,女,,,R,L,3
GUO201107261,十字街头,国语,周迅^金城武,周迅,金城武,,,女,男,,,1,2,1
MA201107509,看海,国语,周迅,周迅,,,,女,,,,1,2,1
MA201107497,虎口脱险,国语,老狼,老狼,,,,男,,,,1,2,1
MA201107495,悲伤的秋千,国语,金海心,金海心,,,,女,,,,1,2,1
MA201107536,十一年,国语,邱永传,邱永传,,,,男,,,,L,R,1
